0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,7,26,1,0,0,0,0,0,0,0,0,0,0,49,36,0,0,85,0,0,11,0,0,15,0,287,0,0,0,0
0,0,0,0,117,32,5,0,0,0,0,0,0,0,0,0,0,240,196,0,0,71,0,0,22,0,0,2189,0,1351,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,122166,10,91954,2,0,0,0,0,0,0,0,0,0,2045,2908,0,0,24,0,0,6,0,0,800,0,32699,0,1,0,0
0,0,0,0,128,3714,10,0,0,3,0,0,0,0,0,0,0,209,56,0,0,268,0,0,62,0,0,84,0,1743,0,1,0,0
0,0,0,0,36515,3,220599,30,8,0,0,0,0,0,0,0,0,1957,715,0,0,13,0,0,4,0,0,30,0,23479,0,0,0,0
0,0,0,0,38,0,124,421,3,1,0,0,0,0,0,0,0,352,23397,0,0,6,0,0,0,0,0,7,0,4362,0,0,0,0
0,0,0,0,87,0,1906,6,46,0,0,0,0,0,0,0,0,800,352,0,0,5,0,0,1,0,0,33,0,27552,0,0,0,0
0,0,0,0,77,265,16,4,0,470,0,0,0,0,0,0,0,401,1642,0,0,1306,0,0,27,0,0,41,0,1497,0,0,0,0
0,0,0,0,5,1,1,0,0,0,0,0,0,0,0,0,0,17,16,0,0,6,0,0,1,0,0,2,0,191,0,0,0,0
0,0,0,0,584,10,122,0,0,0,0,0,0,0,0,0,0,209,75,0,0,77,0,0,25,0,0,196,0,1339,0,0,0,0
0,0,0,0,1,3,1,0,0,1,0,0,0,0,0,0,0,11,18,0,0,24,0,0,0,0,0,2,0,53,0,0,0,0
0,0,0,0,47,27,12,0,0,0,0,0,0,0,0,0,0,133,23,0,0,83,0,0,11,0,0,61,0,519,0,0,0,0
0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,1,0,9,0,0,0,0
0,0,0,0,22,2,4,0,0,0,0,0,0,0,0,0,0,22,9,0,0,3,0,0,0,0,0,4,0,167,0,1,0,0
0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0
0,0,0,0,1765,57,3948,421,27,4,0,0,0,0,0,0,0,172567,2650,0,0,417,0,0,3,0,0,1246,0,30624,0,0,0,0
0,0,0,0,636,6,848,203,0,4,0,0,0,0,0,0,0,1364,255665,0,0,35,0,0,0,0,0,150,0,64431,0,0,0,0
0,0,0,0,29,32,3,3,0,158,0,0,0,0,0,0,0,161,1219,1,0,386,0,0,9,0,0,54,0,725,1,0,0,0
0,0,0,0,404,6,54,0,0,3,0,0,0,0,0,0,0,46,49,0,0,27,0,0,1,0,0,14,0,361,0,0,0,0
0,0,0,0,368,554,157,3,2,135,0,0,0,0,0,0,0,2446,794,1,0,5798,0,0,80,0,0,170,0,5455,2,1,0,0
0,0,0,0,7,3,3,0,0,0,0,0,0,0,0,0,0,23,15,0,0,20,0,0,0,0,0,2,0,21,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,33,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0
0,0,0,0,31,95,5,0,0,0,0,0,0,0,0,0,0,66,20,0,0,165,0,0,396,0,0,32,0,870,0,5,0,0
0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,10,7,0,0,16,0,0,1,0,0,0,0,39,0,0,0,0
0,0,0,0,141,50,16,0,0,1,0,0,0,0,0,0,0,337,111,0,0,196,0,0,49,0,0,212,0,1176,0,3,0,0
0,0,0,0,632,8,60,0,0,0,0,0,0,0,0,0,0,2067,466,0,0,75,0,0,11,0,0,10844,0,9815,0,1,0,0
0,0,0,0,29,0,63,0,0,0,0,0,0,0,0,0,0,6,105,0,0,0,0,0,0,0,0,1,0,4286,0,0,0,0
0,0,0,0,2444,12,10464,2,50,0,0,0,0,0,0,0,0,2724,10331,0,0,28,0,0,2,0,0,710,0,427027,0,13,0,0
0,0,0,0,77,71,30,1,0,79,0,0,0,0,0,0,0,1167,333,0,0,600,0,0,10,0,0,117,0,1033,7,0,0,0
0,0,0,0,55,7,21,0,0,0,0,0,0,0,0,0,0,61,15,0,0,26,0,0,34,0,0,41,0,2010,0,767,0,0
0,0,0,0,116,415,37,0,0,58,0,0,0,0,0,0,0,757,320,0,0,1503,0,0,92,0,0,71,0,2134,0,3,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
